AMANDA, , WIEDEL, , F, , 11/2/2005, 609-831-9721, 609-831-9721, 735 PELHAM PARKWAY N, 1H, BRONX, NY, 10467, , AWIEDEL@AMGGT.COM, , 15415697, 
TRACI, M, SEARS, , F, , 12/27/1994, 203-757-4388, , 1044 ST JOHN AVENUE, 13, BRONX, NY, 10462, , , 845878, 15404732, 

JADEN, , WELLS, , F, , 10/12/2003, , , 3448 WILSON AVENUE, 2C, BRONX, NY, 10469, , , 846660, 15964511, 
JADEN, , WELLS, , F, , 10/12/2003, 973-770-9038, , 4130 HULL AVENUE, PH, BRONX, NY, 10462, , JWELLS@AMGGT.COM, 847572, 15723300, 

JOYCE, , VELTRY, , F, , 9/19/1994, 917-174-7766, , 16201 JAMAICA AVENUE, PH, JAMAICA, NY, 11434, , , 848631, 15822271, 
JOYCE, , VELTRY, , F, , 9/19/1994, , , 8921 89 AVENUE, 3 G, JAMAICA, NY, 11432, MOHAMMED, JVELTRY@AMGGT.COM, 849488, 15897501, 

AMANDA, , VALDEZ, , F, , 7/4/1998, , , 814 HEWITT AVENUE, 10, BRONX, NY, 10459, , , 853429, 15674380, 
AMANDA, , VALDEZ, , F, , 7/4/1998, 631-224-9200, , 958 E 156 STREET, BSMT, BRONX, NY, 10455, , , 854048, 15595804, 

ANNA, , NEILSON, , F, , 12/27/1991, , , 2300 BRONX PARK EAST, 2L, BRONX, NY, 10467, , , 854297, 15640704, 
ANNA, , NEILSON, , F, , 12/27/1991, 203-247-9624, , 1367 BEACH AVENUE, 3RD, BRONX, NY, 10472, GASTON, ANEILSON@AMGGT.COM, 854606, 15729046, 

EMMANUEL, , LETTIRE, , M, , 12/22/2000, 631-387-2338, , 3330 FORT INDEPENDENCE, 33 B, BRONX, NY, 10463, , , 855900, 15909321, 
EMMANUEL, , LETTIRE, , M, , 12/22/2000, , , 3340 FORT INDEPENDENT, 33B, BRONX, NY, 10456, , , 856139, 15658825, 

CESAR, DEREK, CARTER, , M, , 12/26/1996, , , 785 EAST 151ST STREET, , BRONX, NY, 10455, , , 856837, 15779220, 
CESAR, DEREK, CARTER, JR, M, , 12/26/1996, 203-440-6811, , 2685 VALENTINE AVENUE, 2G, BRONX, NY, 10458, , CCARTER@AMGGT.COM, 857259, 15434726, 

DALIA, , BIBB, , F, , 12/5/1991, , , 14446 71ST AVENUE, 1, FLUSHING, NY, 11367, , , 859867, 15894624, 
DALIA, , BIBB, , F, , 12/5/1991, 267-136-8449, , 14750 72ND DRIVE, 3 B, FLUSHING, NY, 11355, , , 860320, 16007601, 

KATHLEEN, , NEIL, , F, , 4/5/1999, , , , , , , , , , 859973, 15717921, 
KATHLEEN, , NEIL, , F, , 4/5/1999, 609-381-6241, , 861 EAST 164 STREET, 1, BRONX, NY, 10459, , KNEIL@AMGGT.COM, 860357, 15942192, 

ARTURO, , PROBST, , M, , 12/8/2010, 551-496-6825, , , , , , , , , 862850, 16023806, 
ARTURO, , PROBST, , M, , 12/8/2010, , , 191 08 104TH AVENUE, PVT, HOLLIS, NY, 11412, , , 863329, 15813610, 

JILLIAN, , DOORTY, , F, , 12/8/2000, 631-503-7389, , 3359 PERRY AVENUE, PH, BRONX, NY, 10467, , , 863754, 15621631, 
JILLIAN, , DOORTY, , F, , 12/8/2000, , , 1075 UNIVERSITY AVENUE, 1D, BRONX, NY, 10452, , JDOORTY@AMGGT.COM, 864097, 15960524, 

CHRISTINA, , ROBLES, , F, , 12/14/2001, , , 219 E 121 STREET, , NY, NY, 10035, , , 864806, 15656652, 
CHRISTINA, CATHERINE, ROBLES, , F, , 12/14/2001, 201-769-4091, , 3520 LEVRCH STREET, 741, JACKSON HEIGHTS, NY, 11372, , CROBLES@AMGGT.COM, 865418, 15616994, 

ANA, DORINDA, SOLIS, , F, , 6/19/2004, 959-353-7431, , 8264 164TH STREET, PVT, JAMAICA, NY, 11432, , , 865334, 15791059, 
ANA, DORINDA, SOLIS, , F, , 6/19/2004, , , 8268 164 STREET, HOSP, JAMAICA, NY, 11432, , , 865738, 15492672, 

CHLOE, , STEWART, , F, , 5/3/2006, , , , , , , , , , 868550, 15947797, 
CHLOE, , STEWART, , F, , 5/3/2006, 908-738-2700, , , , , , , , , 868819, 15811071, 

GARY, E, ANKLE, , U, , 6/28/2015, 610-109-5409, , 1114 WARD AVENUE, 6K, BRONX, NY, 10472, , , 870583, 16007551, 
GARY, E, ANKLE, , M, , 6/28/2015, , , 1071 ELDER AVENUE, 2 H, BRONX, NY, 10472, , GANKLE@AMGGT.COM, 870822, 15612457, 

BECKY, MARIE, MARTIN, , U, , 3/27/2003, 631-829-9818, , 2199 HOLLAND AVENUE, 3H, BRONX, NY, 10462, , , 874730, 15697782, 
BECKY, MARIE, MARTIN, , F, , 3/27/2003, , , 1758 EASTBURN AVENUE, 2B, BRONX, NY, 10457, , , 875203, 15839536, 

GINA, , JONES, , F, , 12/10/2001, 212-354-6005, , 3536 HULL AVENUE, 6K, BRONX, NY, 10467, , , 875412, 15623906, 
GINA, MARIA, JONES, , F, , 12/10/2001, 917-154-6093, , 3288 PERRY AVENUE, 5H, BRONX, NY, 10467, , , 875892, 15467300, 

BARBARA, , GARDEA, , F, , 7/30/2002, 732-906-8536, , 2185 BOLTON AVENUE, 2A, BRONX, NY, 10462, , , 877551, 15429372, 
BARBARA, , GARDEA, , F, , 7/30/2002, , , 2253 UNIVERSITY AVENUE, 6C, BRONX, NY, 10468, , , 877815, 15517819, 

EMA, PHYLLIS, HUDSON, , F, , 11/28/1991, , , 1334 METCALF AVENUE, 3, BRONX, NY, 10472, , , 879605, 15897053, 
EMA, PHYLLIS, HUDSON, , F, , 11/28/1991, 516-749-7353, , 1171 MORRISON AVENUE, 5E, BRONX, NY, 10472, , EHUDSON@AMGGT.COM, 879957, 15376372, 

WENDY, , IRWIN, , F, , 5/13/1992, , , 1575 ODELI STREET, 5 H, BRONX, NY, 10462, , , 880198, 15712059, 
WENDY, , IRWIN, , F, , 5/13/1992, 732-363-1628, , 157 ODELL STREET, 5 H, BRONX, NY, 10462, , , 880343, 15818457, TERESA ALETHA GALLAGHER 

RICARDO, ROBERT, TYNES, , M, , 12/9/2012, 609-188-4392, , 21 EAST 104TH STREET, 32, NEW YORK, NY, 10029, , , 880248, 15617032, 
RICARDO, ROBERT, TYNES, , M, , 12/9/2012, , , 1480 BRYANT AVENUE, 3FLR, BRONX, NY, 10460, , , 880412, 15499605, 

TIARA, GISELA, SOLIS, , F, , 12/24/2007, 845-792-3100, , 251 SHERMAN AVENUE, 34N, NEW YORK, NY, 10034, , , 883583, 15394525, 
TIARA, GISELA, SOLIS, , F, , 12/24/2007, 732-232-2041, , 426 EAST 149TH STREET, 2W, BRONX, NY, 10455, , TSOLIS@AMGGT.COM, 884010, 15984487, 

EMILY, JOY, TAYLOR, , F, , 10/5/2013, 609-721-8438, , 10024 86 AVENUE, PH, JAMAICA, NY, 11432, , , 884858, 15921475, 
EMILY, JOY, TAYLOR, , F, , 10/5/2013, , , 10009 87 AVENUE, , SPRNGFLD GRDNS, NY, 11413, , , 885193, 15905049, 

TOMAS, , KACHAN, , M, , 12/12/1994, , , 6973 WTREMONT AVENUE, 3G, BRONX, NY, 10453, , , 884963, 15710690, 
TOMAS, , KACHAN, JR, M, , 12/12/1994, 212-646-9346, , 1320 CHESTNUT STREET, PVT, BRONX, NY, 18201, , TKACHAN@AMGGT.COM, 885249, 15726379, 

ANAJELLY, , TIPTON, , F, , 12/21/1994, , , 2200 TIEBOUT AVENUE, 2H, BRONX, NY, 10457, , , 885756, 15941325, 
ANAJELLY, , TIPTON, , F, , 12/21/1994, 908-276-1668, , 778 W 185 STREET, 2D, NEW YORK, NY, 10033, ROUTT, ATIPTON@AMGGT.COM, 886028, 15850911, 

CAROL, , PEREDES, , F, , 12/19/2008, 732-181-7456, , 2543 HOLLAND AVENUE, B, BRONX, NY, 10467, , , 891646, 16007772, 
CAROL, , PEREDES, , F, , 12/19/2008, , , 120 CARVER LOOP, 19B, BRONX, NY, 10475, , , 891790, 15787838, 

ELIGIO, , THRASHER, , M, , 12/30/1991, , , 2390 PALISADES AVENUE, 2J, BRONX, NY, 10463, , , 892396, 15684396, 
ELIGIO, KENNETH, THRASHER, , M, , 12/30/1991, 732-853-6224, , 24 STRATFORD ROAD, PH, XXXXXX, NY, 10603, , ETHRASHER@AMGGT.COM, 892713, 15753702, 

ANTHONY, MELVIN, ROWE, , M, , 3/15/1993, 732-233-6522, , 12004 DONNIZETTI, 7B, BRONX, NY, 10472, , , 893091, 15537264, 
ANTHONY, MELVIN, ROWE, , , , 3/15/1993, , , 120 DONIZETTI PLACE, 7B, BRONX, NY, 10475, , , 893380, 15613744, 

MARY, , WALKER, , F, , 12/26/2000, 570-798-5234, , 1383 BRONX RIVER AVENUE, BSMT, BRONX, NY, 10472, , , 896108, 15533910, 
MARY, , WALKER, , F, , 12/26/2000, 203-980-3890, , 1363 BX RIVER AVENUE, PH, BRONX, NY, 10472, , , 896300, 15938227, 

STEPHANIE, , GALLAGHER, , F, , 3/9/1998, , , 709 COOPER ROAD, 309, BROOKLYN, NY, 11221, , , 896524, 15424557, 
STEPHANIE, , GALLAGHER, , F, , 3/9/1998, 516-451-5819, , 36 VAN BUREN STREET, T FL, BROOKLYN, NY, 11221, , , 896805, 15741295, 

ABIGAIL, , WARONA, , F, , 7/27/2008, 862-929-9819, , , , , , , , , 897222, 15462688, 
ABIGAIL, , WARONA, , F, , 7/27/2008, , , 3920 BRONX BOULEVARD, 5C, BRONX, NY, 10466, , AWARONA@AMGGT.COM, 897503, 15412850, 

JORDAN, , FORTNER, , M, , 4/11/2006, 516-849-4448, , , , , , , , , 897264, 15868319, 
JORDAN, , FORTNER, , M, , 4/11/2006, , , 331 WEST 35TH STREET, 5R, NEW YORK, NY, 10001, , , 897463, 15789239, 

HUNTER, ISRAEL, PARKER, , M, , 12/11/2001, , , 81 NORTH 18TH STREET, PH, HARRISBURG, PA, 17104, , , 897567, 15835651, 
HUNTER, ISRAEL, PARKER, JR, M, , 12/11/2001, 862-784-6710, , 2940 COLDEN AVENUE, PH, BRONX, NY, 10469, , , 897812, 15648853, 

JOHN, , BAILEY, , M, , 12/9/2002, 516-796-6753, , 2164 VIRGIL PLACE, PH, BRONX, NY, 10473, , , 900360, 15814810, 
JOHN, , BAILEY, , M, , 12/9/2002, 203-574-7096, , 2116 VIRGIL AVENUE, PH, BRONX, NY, 10473, , , 900660, 15424314, 

CAROL, , BROOKS, , F, , 12/22/2000, 516-937-1386, , , , , , , , , 901060, 15785833, 
CAROL, , BROOKS, , F, , 12/22/2000, , , , , , , , , CBROOKS@AMGGT.COM, 901246, 15823814, 

JAMES, , BREEN, , M, , 5/12/1991, 862-540-7568, , , , , , , , , 904805, 15737062, 
JAMES, THOMAS, BREEN, , M, , 5/12/1991, , , , , , , , STOLTZFUS, JBREEN@AMGGT.COM, 904980, 15537530, 

ANAVEL, , BOYLAN, , F, , 2/15/2002, 917-397-2732, , 1163 STRATFORD AVENUE, G, BRONX, NY, 10472, , , 905424, 15490518, 
ANAVEL, , BOYLAN, , F, , 2/15/2002, , , 1056 BOYNTON AVENUE, 2C, BRONX, NY, 10472, , ABOYLAN@AMGGT.COM, 905563, 15722746, 

CHAD, , TERRY, , M, , 6/19/2003, 718-416-6690, , 520 E 137TH STREET, 12I, BRONX, NY, 10454, , , 910411, 15493156, 
CHAD, , TERRY, , M, , 6/19/2003, , , 360 E 195TH STREET, 3C, BRONX, NY, 10458, , , 910549, 15716257, 

THOMAS, , DALE, , M, , 12/20/2005, , , 2650 MARION AVENUE, 2RN, BRONX, NY, 10458, , , 911181, 15761193, 
THOMAS, CLAUDE, DALE, , M, , 12/20/2005, 347-755-3285, , 946 EAST 211TH STREET, 405, BRONX, NY, 10469, , , 911432, 15645546, 

WILLIAM, , CURRIE, , M, , 4/24/1997, 973-751-9893, , 2432 WEBB AVENUE, 5C, BRONX, NY, 10468, , , 913642, 15828513, 
WILLIAM, , CURRIE, , M, , 4/24/1997, , , 2819 MORRIS AVENUE, 5I, BX, NY, 10468, , WCURRIE@AMGGT.COM, 913850, 15555724, 

NOAH, WILLIAM, KING, , M, , 7/18/1996, 347-197-4110, , 560 BALCOM AVENUE, 3M, BRONX, NY, 10465, , , 914285, 15466759, 
NOAH, WILLIAM, KING, , M, , 7/18/1996, , , 516 BALCOM AVENUE, 3M, BRONX, NY, 10465, , NKING@AMGGT.COM, 914488, 15931155, 

MELISSA, EVELYN, POULSEN, , F, , 12/29/2009, 973-393-1642, , , , , , , , , 914396, 15926347, 
MELISSA, , POULSEN, , F, , 12/29/2009, , , , , , , , , , 914626, 15703265, 

WILLIAM, WADTER, NUNEZ, , M, , 12/13/2002, 631-413-7197, , 121 NOSTRAND AVENUE, 6A, BROOKLYN, NY, 11206, , , 915197, 15460735, 
WILLIAM, WALTER, NUNEZ, , M, , 12/13/2002, 848-676-7788, , 474 MARCY AVENUE, 1A, BROOKLYN, NY, 11206, , , 915362, 15462032, 

ROMA, , CULVER, , F, , 5/6/1998, 212-243-9631, , , , , , , , , 915621, 15533504, 
ROMA, ARLETTE, CULVER, , F, , 5/6/1998, , , , , , , , , , 915915, 15579500, 

JOHN, RICHARD, KRYSTEK, , M, , 12/12/2008, 203-248-1678, , , , , , , , , 916882, 15400654, 
JOHN, , KRYSTEK, , M, , 12/12/2008, , , , , , , , , , 916994, 15968115, 

CHELSIE, R, ANDERSON, , U, , 5/10/1999, 862-736-2926, , , , , , , , , 918369, 15860525, 
CHELSIE, , ANDERSON, , F, , 5/10/1999, , , , , , , , , , 918565, 15391668, 

IRINA, , GORDON, , F, , 11/19/2007, 959-850-4455, , 2463 VALENTINE AVENUE, 2A, BRONX, NY, 10458, , , 919714, 15597050, 
IRINA, , GORDON, , F, , 11/19/2007, , , 2485 ELM PLACE, , BRONX, NY, 10453, , , 919841, 15505683, 

GARY, , BRADLEY, , M, , 2/17/1996, 959-219-6161, , 212W 133 STREET, 3C, NY, NY, 10030, , , 921482, 15578938, 
GARY, , BRADLEY, , M, , 2/17/1996, , , 331 EAST 132ND STREET, 9G, BRONX, NY, 10454, , GBRADLEY@AMGGT.COM, 921615, 15945976, 

BRENT, A, LACOMBE, , M, , 7/27/1992, 845-684-9301, , 219 E 121 STREET, , NEW YORK, NY, 10035, , , 922933, 15857250, 
BRENT, , LACOMBE, , M, , 7/27/1992, , , 1818 HAZEN STREET, J, FLUSHING, NY, 11370, , BLACOMBE@AMGGT.COM, 923087, 15807267, 

ELMAS, , VAROL, , F, , 12/28/1997, 973-798-3208, , , , , , , , , 925885, 15843527, 
ELMAS, , VAROL, , F, , 12/28/1997, , , , , , , , , EVAROL@AMGGT.COM, 926015, 16012972, 

ANGEL, FRANK, MOLTER, , M, , 2/11/2008, 347-291-8714, , , , , , , , , 925915, 15405097, 
ANGEL, FRANK, MOLTER, , M, , 2/11/2008, , , 520 ISHAM STREET, 43 B, NEW YORK, NY, 10034, , AMOLTER@AMGGT.COM, 926028, 16009750, 

HELEN, , DECUNZO, , F, , 12/9/2002, 516-304-4803, , , , , , , , , 926326, 15536097, 
HELEN, , DECUNZO, , F, , 12/9/2002, , , , , , , , , , 926479, 15511744, 

CARY, , GRELLER, , M, , 3/24/1994, 609-221-1122, , UNDOMICILED, , BRONX, NY, 10451, , , 926533, 15870902, 
CARY, , GRELLER, , M, , 3/24/1994, , , 3125 PARK AVENUE, 29B, BRONX, NY, 10452, , , 926777, 16004496, 

PAUL, RICHARD, BAINE, , M, , 12/13/1998, 929-627-3270, , , , , , , , , 929817, 15846143, 
PAUL, RICHARD, BAINE, , M, , 12/13/1998, , , , , , , , , PBAINE@AMGGT.COM, 930133, 15762121, 

JUAN, ALBERT, MODERT, , M, , 7/23/2011, 610-888-8607, , 331 KEAP STREET, , BROOKLYN, NY, 11211, , , 930922, 15422969, 
JUAN, ALBERT, MODERT, , M, , 7/23/2011, , , 920 AVENUE STREET JOHN, 2H, BRONX, NY, 10455, , JMODERT@AMGGT.COM, 931284, 15406166, 

DAVID, JUAN, FIGUEROA, , M, , 4/3/2011, 484-229-7593, , 1181 TINTON AVENUE, 2B, BRONX, NY, 10456, , , 931449, 15798938, 
DAVID, , FIGUEROA, , M, , 4/3/2011, , , 527 E 156 STREET, 527B, BRONX, NY, 10455, , , 931892, 15407567, 

EDWARD, , BOWERS, , M, , 7/27/2002, , , 19 EAST 213 STREET, 2A, BRONX, NY, 10467, , , 936645, 15643383, 
EDWARD, , BOWERS, , M, , 7/27/2002, 934-171-1877, , 210 W 230TH STREET, , BRONX, NY, 10467, , EBOWERS@AMGGT.COM, 937061, 15847481, 

ZOILA, MELISSA, POST, , F, , 12/5/1999, 631-486-5548, , , , , , , , , 937577, 15413568, 
ZOILA, MELISSA, POST, , F, , 12/5/1999, , , 17744 106TH AVENUE, PVT, JAMAICA, NY, 11433, , ZPOST@AMGGT.COM, 937867, 15657737, 

DAVID, , DITOMMASI, , M, , 3/29/2008, 929-462-6165, , 4344 KISSENA BOULEVARD, 9J, FLUSHING, NY, 11355, , , 938567, 15728506, 
DAVID, , DITOMMASI, , M, , 3/29/2008, , , 8045 WINCHESTER BOULEVARD, PVT, QNS VILLAGE, NY, 11428, , DDITOMMASI@AMGGT.COM, 938686, 15714484, 

CINDY, , GREEN, , F, , 5/19/1998, 862-387-4409, , , , , , , , , 939374, 15398403, 
CINDY, , GREEN, , F, , 5/19/1998, , , , , , , , , , 939529, 15709228, 

JAMES, , HANUMAN, , M, , 12/28/2007, 959-484-4631, , 100 CARVER LOOP, 19E, BRONX, NY, 10475, , , 939384, 15480445, 
JAMES, , HANUMAN, , M, , 12/28/2007, , , 1695 GRAND CONCOURSE, 5N, BRONX, NY, 10453, , , 939550, 15585656, 

DONNA, F, LEK, , F, , 7/25/1998, 518-773-4899, , PATIENT DOES NOT KNOW, 2FL, BRONX, NY, 10472, , , 942748, 15929118, 
DONNA, F, LEK, , F, , 7/25/1998, 267-950-4655, , 1159 STLAWRENCE AVENUE, 2FL, BRONX, NY, 10472, , DLEK@AMGGT.COM, 942919, 15533883, 

DANZEL, , PRUITT, , M, , 12/25/1990, 609-625-4862, , , , , , , , , 943318, 15392419, 
DANZEL, , PRUITT, , M, , 12/25/1990, , , , , , , , , DPRUITT@AMGGT.COM, 943549, 16009621, 

DONALD, E, DEAN, , M, , 11/25/1998, 609-471-5955, , 506 LENOX AVENUE, , NEW YORK, NY, 10036, , , 943712, 15497920, 
DONALD, E, DEAN, , M, , 11/25/1998, 212-794-7843, , 315317 MORRIS AVENUE, 4F, BRONX, NY, 10400, , DDEAN@AMGGT.COM, 943876, 15935661, 

JAMES, , GUZMAN, , M, , 6/14/2002, 862-343-9619, , , , , , , , , 944456, 15710262, 
JAMES, VICTOR, GUZMAN, , M, , 6/14/2002, , , , , , , , , , 944562, 15558624, 

JULISA, , CARPEN, , F, , 12/22/2004, 551-942-2705, , 120 BELLAMEY LOOP, 8C, BRONX, NY, 10475, , , 944572, 15651388, 
JULISA, , CARPEN, , F, , 12/22/2004, 631-857-4815, , 1085 NELSON AVENUE, 4F, BRONX, NY, 10452, , JCARPEN@AMGGT.COM, 944717, 15656510, 

DAVE, S, ZAMUDIO, , M, , 12/5/2008, 610-211-4988, , 730 E 163RD STREET, 11D, BRONX, NY, 10453, , , 944844, 15619734, 
DAVE, S, ZAMUDIO, , M, , 12/5/2008, 570-890-1110, , 700 MORRIS AVENUE, 2C, BRONX, NY, 10451, , , 944990, 15577621, 

MICHAEL, , KINNEY, , M, , 12/19/1993, 484-859-8476, , , , , , , , , 947492, 15784710, 
MICHAEL, A, KINNEY, , M, , 12/19/1993, , , , , , , , , , 947711, 15735486, 

WILLIAM, , MAXWELL, , M, , 3/7/2005, 570-255-7613, , 1140 CLAY AVENUE, 1 F, BRONX, NY, 10456, , , 948094, 15939194, 
WILLIAM, , MAXWELL, , M, , 3/7/2005, 518-510-1760, , 2159 BELMONT AVENUE, 3, BRONX, NY, 10457, , , 948298, 15766501, 

DOMINIC, , FEUTZ, , M, , 9/28/1998, , , 5519 69TH STREET, PH, MASPETH, NY, 11378, , , 951116, 15691803, 
DOMINIC, D, FEUTZ, , M, , 9/28/1998, 570-405-8453, , 5819 69 STREET, PH, MASPETH, NY, 11378, , DFEUTZ@AMGGT.COM, 951396, 15595307, 

DANIEL, , KING, , M, , 7/7/2006, 973-249-6937, , 130 CHRISTOPHER COURT, , WOODBURY, NY, 11797, , , 951803, 15427787, 
DANIEL, , KING, , M, , 7/7/2006, 267-439-8613, , 11 LESLEY DRIVE, , SYOSSET, NY, 11791, , , 952043, 15816685, 

DIANELY, , MYERS, , F, , 3/27/1990, 929-783-6693, , 2017 ASTOR AVENUE, 2B, BRONX, NY, 10458, , , 959239, 15752599, 
DIANELY, , MYERS, , F, , 3/27/1990, 610-121-6342, , 2070 ARTHUR AVENUE, 2B, BRONX, NY, 10458, , DMYERS@AMGGT.COM, 959402, 15700755, 

MAYRA, , VONGERICHTEN, , , , 6/24/2006, 551-234-4484, , 626 MORRIS PARK AVENUE, 2, BRONX, NY, 10460, , , 962249, 15959507, 
MAYRA, , VONGERICHTEN, , F, , 6/24/2006, 845-346-5802, , 2726 MATTHEWS AVENUE, 1, BRONX, NY, 10467, , , 962459, 15988351, 

KEVIN, JEFFREY, GRADY, , U, , 11/2/1994, 718-704-9726, , 8264 164 STREET, , JAMAICA, NY, 11432, , , 966038, 15737458, 
KEVIN, JEFFREY, GRADY, , M, , 11/2/1994, 551-876-6904, , 14009 243RD STREET, PH, ROSEDALE, NY, 11422, , , 966166, 15711080, 

KRAIG, L, GARCIA, , M, , 10/13/2004, 917-450-3712, , 3210 WALLACE AVENUE, 2 RR, BRONX, NY, 10467, , , 967113, 15794582, 
KRAIG, L, GARCIA, , M, , 10/13/2004, 934-772-4429, , 1307 MERRIAM AVENUE, D4, BRONX, NY, 10452, KAMINSKI, KGARCIA@AMGGT.COM, 967349, 15759201, 

JANA, , AIELLO, , F, , 2/19/2002, 908-489-6600, , 1370 VIRGINIA AVENUE, PH, BRONX, NY, 10473, , , 968338, 15375494, 
JANA, , AIELLO, , F, , 2/19/2002, 973-639-5223, , 1720 WATSON AVENUE, 5F2E, BRONX, NY, 10472, , JAIELLO@AMGGT.COM, 968482, 15404262, 

BRANDIN, M, LEE, , M, , 12/18/2015, 862-386-5515, , 546 UNDERHILL AVENUE, PH, BRONX, NY, 10473, , , 970716, 15672997, 
BRANDIN, M, LEE, , M, , 12/18/2015, 959-968-6077, , 1144 PELHAM PARKWAY SO, 1A, BRONX, NY, 10461, WISE, BLEE@AMGGT.COM, 971066, 15840032, 

EMMA, NICOLE, LINDE, , F, , 6/17/2014, 908-621-7706, , 510 E 156 STREET, 2A, BX, NY, 10455, , , 971982, 15809135, 
EMMA, NICOLE, LINDE, , F, , 6/17/2014, 718-331-7288, , 396 MACDONAOUGH STREET, 4F, BROOKLYN, NY, 11233, , ELINDE@AMGGT.COM, 972321, 15586620, 

RICARDO, , BARTLETT, , M, , 8/11/2006, 973-641-7568, , 8974 210 STREET, PH, QNS VILLAGE, NY, 11427, , , 975777, 15784484, 
RICARDO, , BARTLETT, , M, , 8/11/2006, 609-787-1008, , 11707 115TH AVENUE, PH, OZONE PARK, NY, 11420, , , 976076, 15925494, 

ANGEL, M, SEVER, , M, , 4/11/1991, 609-476-4530, , 24345 141AVE, PH, ROSEDALE, NY, 11422, , , 980567, 15563028, 
ANGEL, M, SEVER, , M, , 4/11/1991, 631-994-1247, , 8770 117TH STREET, 2FL, RICHMOND HILL, NY, 11418, , ASEVER@AMGGT.COM, 980796, 15436429, 

MARILYN, PAULETTE, ELLIOTT, , F, , 12/22/2004, 917-378-9335, , 1232 WHEELER AVENUE, 3, BRONX, NY, 10473, , , 991007, 15820834, 
MARILYN, PAULETTE, ELLIOTT, , F, , 12/22/2004, 718-404-9175, , 1240 WASHINGTON AVENUE, 5I, BRONX, NY, 10473, LLOYD, MELLIOTT@AMGGT.COM, 991167, 15408773, 

MARVIN, , BREWER, , M, , 11/13/2002, 860-160-1327, , 11009 95TH AVENUE, , RICHMOND HILL, NY, 11419, , , 992799, 15484142, 
MARVIN, , BREWER, , M, , 11/13/2002, 203-853-8932, , 10111 114TH STREET, PH, RICHMOND HILL, NY, 11419, , MBREWER@AMGGT.COM, 993037, 15408810, 

JACOB, JASON, BRUCE, , M, , 5/4/2014, 845-270-7148, , 852 CORNELAST, 2 R, BROOKLYN, NY, 11208, , , 993334, 15595848, 
JACOB, JASON, BRUCE, , M, , 5/4/2014, 973-877-3798, , 626 RIVERSIDE DRIVE, 7P, NEW YORK, NY, 10031, ESCOBAR, JBRUCE@AMGGT.COM, 993580, 15716396, RICHARD CHAD SHAUF 

TONI, , LACHANCE, , F, , 2/19/2008, 203-204-7916, , 38 WEST 31ST, 825, NEW YORK, NY, 10001, , , 996843, 15488566, 
TONI, , LACHANCE, , F, , 2/19/2008, 610-904-2830, , 2078 2ND AVENUE 5B, 5B, NEW YORK, NY, 10029, , , 996949, 15938506, 

JOSE, AUSTIN, DROSSMAN, , M, , 12/29/1998, 551-852-6573, , 699 E 137TH STREET APT 2E, 2C, BRONX, NY, 10454, , , 1006471, 15807003, 
JOSE, AUSTIN, DROSSMAN, , M, , 12/29/1998, 484-296-6228, , 800 E 173RD STREET, 2C, BRONX, NY, 10460, , , 1006867, 15455892, 

ALINA, PATRICIA, LITTRELL, , F, , 4/25/2001, 631-685-2232, , , , , , , , , 1013646, 15591319, 
ALINA, PATRICIA, LITTRELL, , , , 4/25/2001, 570-734-5057, , 19706 100 AVENUE, 2, HOLLIS, NY, 11423, , , 1013880, 15875850, 

DUSTIN, STEPHAN, ROGERS, , M, , 7/18/2005, 518-445-6346, , 1064 WARD AVENUE, 4D, BRONX, NY, 10472, , , 1015512, 16016060, 
DUSTIN, STEPHAN, ROGERS, , M, , 7/18/2005, 551-190-6353, , 1122 FRANKLIN AVENUE, 6M, BRONX, NY, 10456, , DROGERS@AMGGT.COM, 1015657, 15470224, 

ALIYAH, S, KING, , F, , 12/4/2005, 908-995-7023, , 4061 BRUNER AVENUE, PH, BRONX, NY, 10466, , , 1019842, 15910435, 
ALIYAH, S, KING, , F, , 12/4/2005, 934-223-9299, , 1755 JARVIS AVENUE, PH, BRONX, NY, 10462, , , 1020186, 15595783, 

JULIAN, E, BURGER, , M, , 6/28/2005, 484-557-2106, , 960 SHERIDAN AVENUE, 2G, BRONX, NY, 10456, , , 1020396, 15424318, 
JULIAN, E, BURGER, , M, , 6/28/2005, 516-413-6482, , 1 WEST 182 STREET, 1J, BRONX, NY, 10453, , JBURGER@AMGGT.COM, 1020643, 15946925, 

MOAMEL, ROLAND, KLEIN, , M, , 3/10/2007, 267-273-8930, , 975 INTERVALE AVENUE, 1 B, BRONX, NY, 10459, , , 1025840, 15748117, 
MOAMEL, ROLAND, KLEIN, , M, , 3/10/2007, 212-810-5422, , 2000 ANTHONY AVENUE, B, BRONX, NY, 10457, THOMPSON, MKLEIN@AMGGT.COM, 1026028, 15570170, 

BRIANNA, , THAI, , F, , 2/8/2009, 732-605-1391, , 514 CONCORD AVENUE, PH, BRONX, NY, 10455, , , 1026362, 15381424, 
BRIANNA, , THAI, , F, , 2/8/2009, 610-566-9301, , 620 E 141 STREET, 4F, BRONX, NY, 10451, , BTHAI@AMGGT.COM, 1026625, 15395550, 

ARMANDO, FRANK, WARNER, , M, , 12/30/1996, 732-375-6524, , , , , , , , , 1034315, 15433291, 
